INFO - run_mri.py - 2025-02-10 13:11:52,814 - Starting training process 0
INFO - run_mri.py - 2025-02-10 13:11:52,816 - Config: data:
  dataset: MRI
  eval: /home/cidar/Desktop/MRI_superres_registration/data/Registration_slices/test/
  image_size1: 720
  image_size2: 512
  num_channels: 1
  train: /home/cidar/Desktop/MRI_superres_registration/data/Registration_slices/train/
device: !!python/object/apply:torch.device
- cuda
- 0
global_rank: 0
local_rank: 0
model:
  ema_rate: 0.999
  kernel_size: 9
  name: Kernel
  scaling_factors:
  - 0.5
  - 0.5
optim:
  beta1: 0.9
  eps: 1.0e-08
  grad_clip: 1.0
  lr: 0.0002
  optimizer: Adam
  warmup: 5000
  weight_decay: 0
seed: 42
training:
  batch_size: 4
  combined_loss: false
  epochs: 100
  eval_freq: 100
  lambda_sum: 0.01
  log_freq: 25
  loss: mse
  save_every: 10
  snapshot: true
  snapshot_freq_for_preemption: 500

INFO - run_mri.py - 2025-02-10 13:11:53,453 - Starting training loop at step 7600.
INFO - run_mri.py - 2025-02-10 13:15:27,566 - step: 450, training_loss: 1.69190e-03
INFO - run_mri.py - 2025-02-10 13:15:28,012 - step: 475, training_loss: 1.76420e-03
INFO - run_mri.py - 2025-02-10 13:15:28,457 - step: 500, training_loss: 2.95563e-03
INFO - run_mri.py - 2025-02-10 13:15:28,472 - step: 500, eval_loss: 4.55292e-03
INFO - run_mri.py - 2025-02-10 13:15:28,918 - step: 525, training_loss: 1.67219e-03
INFO - run_mri.py - 2025-02-10 13:15:29,363 - step: 550, training_loss: 1.50278e-03
INFO - run_mri.py - 2025-02-10 13:15:30,045 - step: 25, training_loss: 1.95081e-03
INFO - run_mri.py - 2025-02-10 13:15:30,490 - step: 50, training_loss: 4.10240e-03
INFO - run_mri.py - 2025-02-10 13:15:30,935 - step: 75, training_loss: 1.58328e-03
INFO - run_mri.py - 2025-02-10 13:15:31,379 - step: 100, training_loss: 3.43914e-03
INFO - run_mri.py - 2025-02-10 13:15:31,397 - step: 100, eval_loss: 3.47826e-03
INFO - run_mri.py - 2025-02-10 13:15:31,841 - step: 125, training_loss: 1.69793e-03
INFO - run_mri.py - 2025-02-10 13:15:32,286 - step: 150, training_loss: 2.55427e-03
INFO - run_mri.py - 2025-02-10 13:15:32,730 - step: 175, training_loss: 2.57027e-03
INFO - run_mri.py - 2025-02-10 13:15:33,174 - step: 200, training_loss: 1.44146e-03
INFO - run_mri.py - 2025-02-10 13:15:33,192 - step: 200, eval_loss: 1.82172e-03
INFO - run_mri.py - 2025-02-10 13:15:33,635 - step: 225, training_loss: 1.61253e-03
INFO - run_mri.py - 2025-02-10 13:15:34,082 - step: 250, training_loss: 1.36202e-03
INFO - run_mri.py - 2025-02-10 13:15:34,531 - step: 275, training_loss: 3.69203e-03
INFO - run_mri.py - 2025-02-10 13:15:34,977 - step: 300, training_loss: 2.33084e-03
INFO - run_mri.py - 2025-02-10 13:15:34,996 - step: 300, eval_loss: 8.21751e-04
INFO - run_mri.py - 2025-02-10 13:15:35,441 - step: 325, training_loss: 1.75035e-03
INFO - run_mri.py - 2025-02-10 13:15:35,893 - step: 350, training_loss: 1.67741e-03
INFO - run_mri.py - 2025-02-10 13:15:36,339 - step: 375, training_loss: 2.82645e-03
INFO - run_mri.py - 2025-02-10 13:15:36,785 - step: 400, training_loss: 2.19338e-03
INFO - run_mri.py - 2025-02-10 13:15:36,795 - step: 400, eval_loss: 2.33965e-03
INFO - run_mri.py - 2025-02-10 13:15:37,240 - step: 425, training_loss: 1.31643e-03
INFO - run_mri.py - 2025-02-10 13:15:37,686 - step: 450, training_loss: 1.69164e-03
INFO - run_mri.py - 2025-02-10 13:15:38,132 - step: 475, training_loss: 1.76290e-03
INFO - run_mri.py - 2025-02-10 13:15:38,577 - step: 500, training_loss: 2.95446e-03
INFO - run_mri.py - 2025-02-10 13:15:38,593 - step: 500, eval_loss: 4.41985e-03
INFO - run_mri.py - 2025-02-10 13:15:39,038 - step: 525, training_loss: 1.67249e-03
INFO - run_mri.py - 2025-02-10 13:15:39,484 - step: 550, training_loss: 1.49988e-03
INFO - run_mri.py - 2025-02-10 13:15:40,178 - step: 25, training_loss: 1.95313e-03
INFO - run_mri.py - 2025-02-10 13:15:40,624 - step: 50, training_loss: 4.10936e-03
INFO - run_mri.py - 2025-02-10 13:15:41,071 - step: 75, training_loss: 1.58541e-03
INFO - run_mri.py - 2025-02-10 13:15:41,517 - step: 100, training_loss: 3.43403e-03
INFO - run_mri.py - 2025-02-10 13:15:41,533 - step: 100, eval_loss: 1.68624e-03
INFO - run_mri.py - 2025-02-10 13:15:41,978 - step: 125, training_loss: 1.69721e-03
INFO - run_mri.py - 2025-02-10 13:15:42,426 - step: 150, training_loss: 2.55400e-03
INFO - run_mri.py - 2025-02-10 13:15:42,879 - step: 175, training_loss: 2.57201e-03
INFO - run_mri.py - 2025-02-10 13:15:43,324 - step: 200, training_loss: 1.44383e-03
INFO - run_mri.py - 2025-02-10 13:15:43,347 - step: 200, eval_loss: 4.09109e-03
INFO - run_mri.py - 2025-02-10 13:15:43,805 - step: 225, training_loss: 1.61262e-03
INFO - run_mri.py - 2025-02-10 13:15:44,250 - step: 250, training_loss: 1.36171e-03
INFO - run_mri.py - 2025-02-10 13:15:44,696 - step: 275, training_loss: 3.69007e-03
INFO - run_mri.py - 2025-02-10 13:15:45,142 - step: 300, training_loss: 2.32868e-03
INFO - run_mri.py - 2025-02-10 13:15:45,153 - step: 300, eval_loss: 1.97209e-03
INFO - run_mri.py - 2025-02-10 13:15:45,596 - step: 325, training_loss: 1.74790e-03
INFO - run_mri.py - 2025-02-10 13:15:46,043 - step: 350, training_loss: 1.66275e-03
INFO - run_mri.py - 2025-02-10 13:15:46,489 - step: 375, training_loss: 2.83192e-03
INFO - run_mri.py - 2025-02-10 13:15:46,935 - step: 400, training_loss: 2.19104e-03
INFO - run_mri.py - 2025-02-10 13:15:46,949 - step: 400, eval_loss: 3.91006e-03
INFO - run_mri.py - 2025-02-10 13:15:47,395 - step: 425, training_loss: 1.31702e-03
INFO - run_mri.py - 2025-02-10 13:15:47,842 - step: 450, training_loss: 1.69215e-03
INFO - run_mri.py - 2025-02-10 13:15:48,289 - step: 475, training_loss: 1.76080e-03
INFO - run_mri.py - 2025-02-10 13:15:48,735 - step: 500, training_loss: 2.94883e-03
INFO - run_mri.py - 2025-02-10 13:15:48,747 - step: 500, eval_loss: 8.32366e-03
INFO - run_mri.py - 2025-02-10 13:15:49,193 - step: 525, training_loss: 1.67107e-03
INFO - run_mri.py - 2025-02-10 13:15:49,640 - step: 550, training_loss: 1.49741e-03
INFO - run_mri.py - 2025-02-10 13:15:50,329 - step: 25, training_loss: 1.95656e-03
INFO - run_mri.py - 2025-02-10 13:15:50,785 - step: 50, training_loss: 4.11839e-03
INFO - run_mri.py - 2025-02-10 13:15:51,233 - step: 75, training_loss: 1.58753e-03
INFO - run_mri.py - 2025-02-10 13:15:51,679 - step: 100, training_loss: 3.42895e-03
INFO - run_mri.py - 2025-02-10 13:15:51,696 - step: 100, eval_loss: 1.67305e-03
INFO - run_mri.py - 2025-02-10 13:15:52,140 - step: 125, training_loss: 1.69701e-03
INFO - run_mri.py - 2025-02-10 13:15:52,587 - step: 150, training_loss: 2.55331e-03
INFO - run_mri.py - 2025-02-10 13:15:53,034 - step: 175, training_loss: 2.57476e-03
INFO - run_mri.py - 2025-02-10 13:15:53,481 - step: 200, training_loss: 1.44556e-03
INFO - run_mri.py - 2025-02-10 13:15:53,500 - step: 200, eval_loss: 1.82552e-03
INFO - run_mri.py - 2025-02-10 13:15:53,946 - step: 225, training_loss: 1.61273e-03
INFO - run_mri.py - 2025-02-10 13:15:54,393 - step: 250, training_loss: 1.36166e-03
INFO - run_mri.py - 2025-02-10 13:15:54,839 - step: 275, training_loss: 3.68758e-03
INFO - run_mri.py - 2025-02-10 13:15:55,284 - step: 300, training_loss: 2.32473e-03
INFO - run_mri.py - 2025-02-10 13:15:55,301 - step: 300, eval_loss: 2.81149e-03
INFO - run_mri.py - 2025-02-10 13:15:55,745 - step: 325, training_loss: 1.74533e-03
INFO - run_mri.py - 2025-02-10 13:15:56,191 - step: 350, training_loss: 1.64805e-03
INFO - run_mri.py - 2025-02-10 13:15:56,638 - step: 375, training_loss: 2.83734e-03
INFO - run_mri.py - 2025-02-10 13:15:57,085 - step: 400, training_loss: 2.18809e-03
INFO - run_mri.py - 2025-02-10 13:15:57,104 - step: 400, eval_loss: 3.19370e-03
INFO - run_mri.py - 2025-02-10 13:15:57,550 - step: 425, training_loss: 1.31762e-03
INFO - run_mri.py - 2025-02-10 13:15:57,997 - step: 450, training_loss: 1.69182e-03
INFO - run_mri.py - 2025-02-10 13:15:58,444 - step: 475, training_loss: 1.75952e-03
INFO - run_mri.py - 2025-02-10 13:15:58,891 - step: 500, training_loss: 2.95018e-03
INFO - run_mri.py - 2025-02-10 13:15:58,912 - step: 500, eval_loss: 3.52220e-03
INFO - run_mri.py - 2025-02-10 13:15:59,358 - step: 525, training_loss: 1.66591e-03
INFO - run_mri.py - 2025-02-10 13:15:59,804 - step: 550, training_loss: 1.49335e-03
INFO - run_mri.py - 2025-02-10 13:16:00,509 - step: 25, training_loss: 1.95845e-03
INFO - run_mri.py - 2025-02-10 13:16:00,954 - step: 50, training_loss: 4.12593e-03
INFO - run_mri.py - 2025-02-10 13:16:01,399 - step: 75, training_loss: 1.58945e-03
INFO - run_mri.py - 2025-02-10 13:16:01,845 - step: 100, training_loss: 3.42254e-03
INFO - run_mri.py - 2025-02-10 13:16:01,859 - step: 100, eval_loss: 1.75720e-03
INFO - run_mri.py - 2025-02-10 13:16:02,312 - step: 125, training_loss: 1.69641e-03
INFO - run_mri.py - 2025-02-10 13:16:02,761 - step: 150, training_loss: 2.55332e-03
INFO - run_mri.py - 2025-02-10 13:16:03,210 - step: 175, training_loss: 2.57669e-03
INFO - run_mri.py - 2025-02-10 13:16:03,656 - step: 200, training_loss: 1.44660e-03
INFO - run_mri.py - 2025-02-10 13:16:03,674 - step: 200, eval_loss: 2.03905e-03
INFO - run_mri.py - 2025-02-10 13:16:04,118 - step: 225, training_loss: 1.61223e-03
INFO - run_mri.py - 2025-02-10 13:16:04,567 - step: 250, training_loss: 1.36166e-03
INFO - run_mri.py - 2025-02-10 13:16:05,013 - step: 275, training_loss: 3.68406e-03
INFO - run_mri.py - 2025-02-10 13:16:05,464 - step: 300, training_loss: 2.32047e-03
INFO - run_mri.py - 2025-02-10 13:16:05,474 - step: 300, eval_loss: 1.20796e-03
INFO - run_mri.py - 2025-02-10 13:16:05,923 - step: 325, training_loss: 1.74359e-03
INFO - run_mri.py - 2025-02-10 13:16:06,374 - step: 350, training_loss: 1.63339e-03
INFO - run_mri.py - 2025-02-10 13:16:06,824 - step: 375, training_loss: 2.84332e-03
INFO - run_mri.py - 2025-02-10 13:16:07,273 - step: 400, training_loss: 2.18604e-03
INFO - run_mri.py - 2025-02-10 13:16:07,290 - step: 400, eval_loss: 2.69446e-03
INFO - run_mri.py - 2025-02-10 13:16:07,737 - step: 425, training_loss: 1.31810e-03
INFO - run_mri.py - 2025-02-10 13:16:08,182 - step: 450, training_loss: 1.69091e-03
INFO - run_mri.py - 2025-02-10 13:16:08,629 - step: 475, training_loss: 1.75846e-03
INFO - run_mri.py - 2025-02-10 13:16:09,079 - step: 500, training_loss: 2.94924e-03
INFO - run_mri.py - 2025-02-10 13:16:09,097 - step: 500, eval_loss: 1.41021e-03
INFO - run_mri.py - 2025-02-10 13:16:09,547 - step: 525, training_loss: 1.66175e-03
INFO - run_mri.py - 2025-02-10 13:16:09,992 - step: 550, training_loss: 1.48990e-03
INFO - run_mri.py - 2025-02-10 13:16:10,655 - step: 25, training_loss: 1.96052e-03
INFO - run_mri.py - 2025-02-10 13:16:11,113 - step: 50, training_loss: 4.13373e-03
INFO - run_mri.py - 2025-02-10 13:16:11,558 - step: 75, training_loss: 1.59102e-03
INFO - run_mri.py - 2025-02-10 13:16:12,004 - step: 100, training_loss: 3.41533e-03
INFO - run_mri.py - 2025-02-10 13:16:12,014 - step: 100, eval_loss: 3.43626e-03
INFO - run_mri.py - 2025-02-10 13:16:12,460 - step: 125, training_loss: 1.69586e-03
INFO - run_mri.py - 2025-02-10 13:16:12,905 - step: 150, training_loss: 2.55313e-03
INFO - run_mri.py - 2025-02-10 13:16:13,350 - step: 175, training_loss: 2.57839e-03
INFO - run_mri.py - 2025-02-10 13:16:13,797 - step: 200, training_loss: 1.44671e-03
INFO - run_mri.py - 2025-02-10 13:16:13,807 - step: 200, eval_loss: 1.19414e-03
INFO - run_mri.py - 2025-02-10 13:16:14,250 - step: 225, training_loss: 1.61120e-03
INFO - run_mri.py - 2025-02-10 13:16:14,696 - step: 250, training_loss: 1.36188e-03
INFO - run_mri.py - 2025-02-10 13:16:15,141 - step: 275, training_loss: 3.67983e-03
INFO - run_mri.py - 2025-02-10 13:16:15,594 - step: 300, training_loss: 2.31581e-03
INFO - run_mri.py - 2025-02-10 13:16:15,604 - step: 300, eval_loss: 2.49987e-03
INFO - run_mri.py - 2025-02-10 13:16:16,048 - step: 325, training_loss: 1.74259e-03
INFO - run_mri.py - 2025-02-10 13:16:16,494 - step: 350, training_loss: 1.61969e-03
INFO - run_mri.py - 2025-02-10 13:16:16,941 - step: 375, training_loss: 2.84897e-03
INFO - run_mri.py - 2025-02-10 13:16:17,388 - step: 400, training_loss: 2.18477e-03
INFO - run_mri.py - 2025-02-10 13:16:17,405 - step: 400, eval_loss: 9.05123e-04
INFO - run_mri.py - 2025-02-10 13:16:17,851 - step: 425, training_loss: 1.31842e-03
INFO - run_mri.py - 2025-02-10 13:16:18,297 - step: 450, training_loss: 1.68962e-03
INFO - run_mri.py - 2025-02-10 13:16:18,743 - step: 475, training_loss: 1.75777e-03
INFO - run_mri.py - 2025-02-10 13:16:19,191 - step: 500, training_loss: 2.94866e-03
INFO - run_mri.py - 2025-02-10 13:16:19,203 - step: 500, eval_loss: 1.53491e-03
INFO - run_mri.py - 2025-02-10 13:16:19,656 - step: 525, training_loss: 1.65775e-03
INFO - run_mri.py - 2025-02-10 13:16:20,101 - step: 550, training_loss: 1.48668e-03
INFO - run_mri.py - 2025-02-10 13:16:20,786 - step: 25, training_loss: 1.96268e-03
INFO - run_mri.py - 2025-02-10 13:16:21,237 - step: 50, training_loss: 4.14060e-03
INFO - run_mri.py - 2025-02-10 13:16:21,697 - step: 75, training_loss: 1.59207e-03
INFO - run_mri.py - 2025-02-10 13:16:22,144 - step: 100, training_loss: 3.40818e-03
INFO - run_mri.py - 2025-02-10 13:16:22,161 - step: 100, eval_loss: 2.20744e-03
INFO - run_mri.py - 2025-02-10 13:16:22,613 - step: 125, training_loss: 1.69528e-03
INFO - run_mri.py - 2025-02-10 13:16:23,058 - step: 150, training_loss: 2.55304e-03
INFO - run_mri.py - 2025-02-10 13:16:23,505 - step: 175, training_loss: 2.57952e-03
INFO - run_mri.py - 2025-02-10 13:16:23,951 - step: 200, training_loss: 1.44606e-03
INFO - run_mri.py - 2025-02-10 13:16:23,967 - step: 200, eval_loss: 1.41317e-03
INFO - run_mri.py - 2025-02-10 13:16:24,412 - step: 225, training_loss: 1.61007e-03
INFO - run_mri.py - 2025-02-10 13:16:24,859 - step: 250, training_loss: 1.36227e-03
INFO - run_mri.py - 2025-02-10 13:16:25,307 - step: 275, training_loss: 3.67563e-03
INFO - run_mri.py - 2025-02-10 13:16:25,753 - step: 300, training_loss: 2.31172e-03
INFO - run_mri.py - 2025-02-10 13:16:25,767 - step: 300, eval_loss: 5.29791e-03
INFO - run_mri.py - 2025-02-10 13:16:26,225 - step: 325, training_loss: 1.74216e-03
INFO - run_mri.py - 2025-02-10 13:16:26,670 - step: 350, training_loss: 1.60893e-03
INFO - run_mri.py - 2025-02-10 13:16:27,117 - step: 375, training_loss: 2.85335e-03
INFO - run_mri.py - 2025-02-10 13:16:27,564 - step: 400, training_loss: 2.18398e-03
INFO - run_mri.py - 2025-02-10 13:16:27,574 - step: 400, eval_loss: 4.30864e-03
INFO - run_mri.py - 2025-02-10 13:16:28,028 - step: 425, training_loss: 1.31851e-03
INFO - run_mri.py - 2025-02-10 13:16:28,476 - step: 450, training_loss: 1.68832e-03
INFO - run_mri.py - 2025-02-10 13:16:28,924 - step: 475, training_loss: 1.75724e-03
INFO - run_mri.py - 2025-02-10 13:16:29,373 - step: 500, training_loss: 2.94811e-03
INFO - run_mri.py - 2025-02-10 13:16:29,384 - step: 500, eval_loss: 1.15158e-03
INFO - run_mri.py - 2025-02-10 13:16:29,830 - step: 525, training_loss: 1.65483e-03
INFO - run_mri.py - 2025-02-10 13:16:30,277 - step: 550, training_loss: 1.48427e-03
INFO - run_mri.py - 2025-02-10 13:16:30,969 - step: 25, training_loss: 1.96430e-03
INFO - run_mri.py - 2025-02-10 13:16:31,414 - step: 50, training_loss: 4.14550e-03
INFO - run_mri.py - 2025-02-10 13:16:31,861 - step: 75, training_loss: 1.59263e-03
INFO - run_mri.py - 2025-02-10 13:16:32,313 - step: 100, training_loss: 3.40255e-03
INFO - run_mri.py - 2025-02-10 13:16:32,323 - step: 100, eval_loss: 2.31695e-03
INFO - run_mri.py - 2025-02-10 13:16:32,775 - step: 125, training_loss: 1.69476e-03
INFO - run_mri.py - 2025-02-10 13:16:33,226 - step: 150, training_loss: 2.55307e-03
INFO - run_mri.py - 2025-02-10 13:16:33,672 - step: 175, training_loss: 2.58020e-03
INFO - run_mri.py - 2025-02-10 13:16:34,120 - step: 200, training_loss: 1.44495e-03
INFO - run_mri.py - 2025-02-10 13:16:34,135 - step: 200, eval_loss: 2.07592e-03
INFO - run_mri.py - 2025-02-10 13:16:34,587 - step: 225, training_loss: 1.60915e-03
INFO - run_mri.py - 2025-02-10 13:16:35,034 - step: 250, training_loss: 1.36279e-03
INFO - run_mri.py - 2025-02-10 13:16:35,480 - step: 275, training_loss: 3.67250e-03
INFO - run_mri.py - 2025-02-10 13:16:35,927 - step: 300, training_loss: 2.30824e-03
INFO - run_mri.py - 2025-02-10 13:16:35,938 - step: 300, eval_loss: 3.58018e-03
INFO - run_mri.py - 2025-02-10 13:16:36,385 - step: 325, training_loss: 1.74180e-03
INFO - run_mri.py - 2025-02-10 13:16:36,832 - step: 350, training_loss: 1.60082e-03
INFO - run_mri.py - 2025-02-10 13:16:37,279 - step: 375, training_loss: 2.85651e-03
INFO - run_mri.py - 2025-02-10 13:16:37,726 - step: 400, training_loss: 2.18324e-03
INFO - run_mri.py - 2025-02-10 13:16:37,747 - step: 400, eval_loss: 1.62672e-03
INFO - run_mri.py - 2025-02-10 13:16:38,194 - step: 425, training_loss: 1.31847e-03
INFO - run_mri.py - 2025-02-10 13:16:38,641 - step: 450, training_loss: 1.68729e-03
INFO - run_mri.py - 2025-02-10 13:16:39,090 - step: 475, training_loss: 1.75659e-03
INFO - run_mri.py - 2025-02-10 13:16:39,535 - step: 500, training_loss: 2.94744e-03
INFO - run_mri.py - 2025-02-10 13:16:39,550 - step: 500, eval_loss: 2.30110e-03
INFO - run_mri.py - 2025-02-10 13:16:39,995 - step: 525, training_loss: 1.65249e-03
INFO - run_mri.py - 2025-02-10 13:16:40,441 - step: 550, training_loss: 1.48233e-03
INFO - run_mri.py - 2025-02-10 13:16:41,130 - step: 25, training_loss: 1.96568e-03
INFO - run_mri.py - 2025-02-10 13:16:41,576 - step: 50, training_loss: 4.14921e-03
INFO - run_mri.py - 2025-02-10 13:16:42,023 - step: 75, training_loss: 1.59307e-03
INFO - run_mri.py - 2025-02-10 13:16:42,472 - step: 100, training_loss: 3.39776e-03
INFO - run_mri.py - 2025-02-10 13:16:42,483 - step: 100, eval_loss: 1.03431e-03
INFO - run_mri.py - 2025-02-10 13:16:42,928 - step: 125, training_loss: 1.69426e-03
INFO - run_mri.py - 2025-02-10 13:16:43,378 - step: 150, training_loss: 2.55326e-03
INFO - run_mri.py - 2025-02-10 13:16:43,838 - step: 175, training_loss: 2.58060e-03
INFO - run_mri.py - 2025-02-10 13:16:44,285 - step: 200, training_loss: 1.44359e-03
INFO - run_mri.py - 2025-02-10 13:16:44,295 - step: 200, eval_loss: 1.00422e-03
INFO - run_mri.py - 2025-02-10 13:16:44,742 - step: 225, training_loss: 1.60823e-03
INFO - run_mri.py - 2025-02-10 13:16:45,190 - step: 250, training_loss: 1.36332e-03
INFO - run_mri.py - 2025-02-10 13:16:45,636 - step: 275, training_loss: 3.66996e-03
INFO - run_mri.py - 2025-02-10 13:16:46,082 - step: 300, training_loss: 2.30479e-03
INFO - run_mri.py - 2025-02-10 13:16:46,099 - step: 300, eval_loss: 4.38360e-03
INFO - run_mri.py - 2025-02-10 13:16:46,543 - step: 325, training_loss: 1.74145e-03
INFO - run_mri.py - 2025-02-10 13:16:46,991 - step: 350, training_loss: 1.59330e-03
INFO - run_mri.py - 2025-02-10 13:16:47,437 - step: 375, training_loss: 2.85954e-03
INFO - run_mri.py - 2025-02-10 13:16:47,882 - step: 400, training_loss: 2.18238e-03
INFO - run_mri.py - 2025-02-10 13:16:47,893 - step: 400, eval_loss: 2.83441e-03
INFO - run_mri.py - 2025-02-10 13:16:48,352 - step: 425, training_loss: 1.31845e-03
INFO - run_mri.py - 2025-02-10 13:16:48,798 - step: 450, training_loss: 1.68640e-03
INFO - run_mri.py - 2025-02-10 13:16:49,250 - step: 475, training_loss: 1.75585e-03
INFO - run_mri.py - 2025-02-10 13:16:49,697 - step: 500, training_loss: 2.94662e-03
INFO - run_mri.py - 2025-02-10 13:16:49,713 - step: 500, eval_loss: 2.43457e-03
INFO - run_mri.py - 2025-02-10 13:16:50,165 - step: 525, training_loss: 1.65021e-03
INFO - run_mri.py - 2025-02-10 13:16:50,611 - step: 550, training_loss: 1.48049e-03
INFO - run_mri.py - 2025-02-10 13:16:51,303 - step: 25, training_loss: 1.96720e-03
INFO - run_mri.py - 2025-02-10 13:16:51,754 - step: 50, training_loss: 4.15288e-03
INFO - run_mri.py - 2025-02-10 13:16:52,204 - step: 75, training_loss: 1.59365e-03
INFO - run_mri.py - 2025-02-10 13:16:52,651 - step: 100, training_loss: 3.39293e-03
INFO - run_mri.py - 2025-02-10 13:16:52,667 - step: 100, eval_loss: 1.97901e-03
INFO - run_mri.py - 2025-02-10 13:16:53,119 - step: 125, training_loss: 1.69382e-03
INFO - run_mri.py - 2025-02-10 13:16:53,565 - step: 150, training_loss: 2.55360e-03
INFO - run_mri.py - 2025-02-10 13:16:54,011 - step: 175, training_loss: 2.58086e-03
INFO - run_mri.py - 2025-02-10 13:16:54,457 - step: 200, training_loss: 1.44206e-03
INFO - run_mri.py - 2025-02-10 13:16:54,473 - step: 200, eval_loss: 4.70328e-03
INFO - run_mri.py - 2025-02-10 13:16:54,920 - step: 225, training_loss: 1.60725e-03
INFO - run_mri.py - 2025-02-10 13:16:55,367 - step: 250, training_loss: 1.36385e-03
INFO - run_mri.py - 2025-02-10 13:16:55,814 - step: 275, training_loss: 3.66755e-03
INFO - run_mri.py - 2025-02-10 13:16:56,262 - step: 300, training_loss: 2.30118e-03
INFO - run_mri.py - 2025-02-10 13:16:56,278 - step: 300, eval_loss: 2.08719e-03
INFO - run_mri.py - 2025-02-10 13:16:56,732 - step: 325, training_loss: 1.74104e-03
INFO - run_mri.py - 2025-02-10 13:16:57,178 - step: 350, training_loss: 1.58581e-03
INFO - run_mri.py - 2025-02-10 13:16:57,625 - step: 375, training_loss: 2.86276e-03
INFO - run_mri.py - 2025-02-10 13:16:58,070 - step: 400, training_loss: 2.18145e-03
INFO - run_mri.py - 2025-02-10 13:16:58,087 - step: 400, eval_loss: 2.11951e-03
INFO - run_mri.py - 2025-02-10 13:16:58,535 - step: 425, training_loss: 1.31852e-03
INFO - run_mri.py - 2025-02-10 13:16:58,981 - step: 450, training_loss: 1.68554e-03
INFO - run_mri.py - 2025-02-10 13:16:59,430 - step: 475, training_loss: 1.75505e-03
INFO - run_mri.py - 2025-02-10 13:16:59,876 - step: 500, training_loss: 2.94565e-03
INFO - run_mri.py - 2025-02-10 13:16:59,894 - step: 500, eval_loss: 3.51170e-03
INFO - run_mri.py - 2025-02-10 13:17:00,348 - step: 525, training_loss: 1.64779e-03
INFO - run_mri.py - 2025-02-10 13:17:00,794 - step: 550, training_loss: 1.47868e-03
INFO - run_mri.py - 2025-02-10 13:17:01,443 - step: 25, training_loss: 1.96884e-03
INFO - run_mri.py - 2025-02-10 13:17:01,889 - step: 50, training_loss: 4.15673e-03
INFO - run_mri.py - 2025-02-10 13:17:02,335 - step: 75, training_loss: 1.59434e-03
INFO - run_mri.py - 2025-02-10 13:17:02,780 - step: 100, training_loss: 3.38793e-03
INFO - run_mri.py - 2025-02-10 13:17:02,797 - step: 100, eval_loss: 4.09853e-03
INFO - run_mri.py - 2025-02-10 13:17:03,248 - step: 125, training_loss: 1.69346e-03
INFO - run_mri.py - 2025-02-10 13:17:03,693 - step: 150, training_loss: 2.55398e-03
INFO - run_mri.py - 2025-02-10 13:17:04,139 - step: 175, training_loss: 2.58098e-03
INFO - run_mri.py - 2025-02-10 13:17:04,598 - step: 200, training_loss: 1.44029e-03
INFO - run_mri.py - 2025-02-10 13:17:04,609 - step: 200, eval_loss: 9.01200e-04
INFO - run_mri.py - 2025-02-10 13:17:05,068 - step: 225, training_loss: 1.60617e-03
INFO - run_mri.py - 2025-02-10 13:17:05,528 - step: 250, training_loss: 1.36435e-03
INFO - run_mri.py - 2025-02-10 13:17:05,988 - step: 275, training_loss: 3.66505e-03
INFO - run_mri.py - 2025-02-10 13:17:06,448 - step: 300, training_loss: 2.29737e-03
INFO - run_mri.py - 2025-02-10 13:17:06,459 - step: 300, eval_loss: 2.73710e-03
INFO - run_mri.py - 2025-02-10 13:17:06,917 - step: 325, training_loss: 1.74060e-03
INFO - run_mri.py - 2025-02-10 13:17:07,376 - step: 350, training_loss: 1.57838e-03
INFO - run_mri.py - 2025-02-10 13:17:07,835 - step: 375, training_loss: 2.86614e-03
INFO - run_mri.py - 2025-02-10 13:17:08,294 - step: 400, training_loss: 2.18052e-03
INFO - run_mri.py - 2025-02-10 13:17:08,305 - step: 400, eval_loss: 3.99931e-03
INFO - run_mri.py - 2025-02-10 13:17:08,762 - step: 425, training_loss: 1.31865e-03
INFO - run_mri.py - 2025-02-10 13:17:09,223 - step: 450, training_loss: 1.68468e-03
INFO - run_mri.py - 2025-02-10 13:17:09,683 - step: 475, training_loss: 1.75424e-03
INFO - run_mri.py - 2025-02-10 13:17:10,143 - step: 500, training_loss: 2.94457e-03
INFO - run_mri.py - 2025-02-10 13:17:10,157 - step: 500, eval_loss: 2.00614e-03
INFO - run_mri.py - 2025-02-10 13:17:10,611 - step: 525, training_loss: 1.64523e-03
INFO - run_mri.py - 2025-02-10 13:17:11,065 - step: 550, training_loss: 1.47690e-03
INFO - run_mri.py - 2025-02-10 13:17:11,757 - step: 25, training_loss: 1.97060e-03
INFO - run_mri.py - 2025-02-10 13:17:12,210 - step: 50, training_loss: 4.16066e-03
INFO - run_mri.py - 2025-02-10 13:17:12,663 - step: 75, training_loss: 1.59500e-03
INFO - run_mri.py - 2025-02-10 13:17:13,117 - step: 100, training_loss: 3.38274e-03
INFO - run_mri.py - 2025-02-10 13:17:13,127 - step: 100, eval_loss: 7.86417e-03
INFO - run_mri.py - 2025-02-10 13:17:13,580 - step: 125, training_loss: 1.69317e-03
INFO - run_mri.py - 2025-02-10 13:17:14,030 - step: 150, training_loss: 2.55433e-03
INFO - run_mri.py - 2025-02-10 13:17:14,479 - step: 175, training_loss: 2.58096e-03
INFO - run_mri.py - 2025-02-10 13:17:14,928 - step: 200, training_loss: 1.43825e-03
INFO - run_mri.py - 2025-02-10 13:17:14,944 - step: 200, eval_loss: 2.22227e-03
